,R,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Key,P/B,시작,종지,다음코드,Tempo,Inversion,,,,artist,Ban,Level,Chromatic Scale,Tension,Complexity,,코드 다양,코드 다양(3화음),코드 바뀜,코드 바뀜(3화음 기준),한마디 코드수,한마디 코드수(3화음),AY~BB,EvoM,Alternative,Country,folk,pop,Dance,EDM,Techno,Rock,E-listening,Classic,Ballad,RnB/Soul,Soul,R+S,Funk,Disco,Nu Disco,Hip Hop 1,Hip Hop 2,Boombap,Trap,Jazz,Lofi,K-pop,Trot,Ppong,T+P,Children,,15634,1564,6415,1364,6545,1645,1465,1545,12151,4536,3625,6251,1214,4125,44m1,5415,1451,42151,15471,678,선택안됨,이별,사랑,인생,향수,자연,기타,,,,,,,,,,,,,,,d
Oh What a Night - v,C,,,Dm_7,,,C/3,,,,F,,,,,,,,,,,,G_v46,,,,G,,,,,,C,,,Dm_7,,,C/3,,,,F,,,,,,,,,,,,G_v46,,,,G,,,,,,C,,,Dm_7,,,C/3,,,,F,,,,,,,,,,,,G_v46,,,,G,,,,,,C,,,Dm_7,,,C/3,,,,F,,,,,,,,,,,,G_v46,,,,G,,,,,,C,,,,,,12.5%,,,Oh What a Night - v,The Four Seasons,,2,0%,7%,3%,,,2,7,7,#DIV/0!,2,#DIV/0!,,,,,o,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oh What a Night - pc,Dm_7,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,Am_7,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,Em/3,,,Dm_7,,,G_7,,Em/3,,,Dm_7,,,G_7,,Em/3,,,Dm_7,,,G_7_s4,,,,,,,,,,C,O,,,,,7.0%,,,Oh What a Night - pc,The Four Seasons,,1,0%,13%,6%,,,6,17,17,#DIV/0!,2,#DIV/0!,,,,,o,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oh What a Night - b,Am,,,,,,,,,,,,,,,,,,,C,,,D,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,C,,,D,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,Em_7,,,,,,,,,,,,,,,,F_M7,,,,,,,,,,,,,,,,G_7,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Oh What a Night - b,The Four Seasons,,3,3%,10%,7%,,,6,11,11,#DIV/0!,2,#DIV/0!,,,,,o,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dancing Queen - i,C,,,,,,,,,,,,,,,,F/5,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F/5,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F/5,,,,,,,,,,,,,,,,C_M7_s2,,,,,,,C,,,,,G/3,,,,F/3,,,,,,C/5,,,,,,,,,,C,,,,,,53.1%,,,Dancing Queen - i,ABBA,,2,0%,2%,1%,,,5,16,16,#DIV/0!,3,#DIV/0!,,,,,o,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silly Love Songs,C,,,,,,,,,,,,,,,,Em_7,,,,,,,,,,,,,,,,F_M7,,,,,,,,,,,,,,,,F_M7/3,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Em_7,,,,,,,,,,,,,,,,F_M7,,,,,,,,,,,,,,,,F_M7/3,,,,,,,,,,,,,,,,C,,,,,,25.0%,,,Silly Love Songs,Wings,,1,0%,15%,8%,,,4,15,15,#DIV/0!,2,#DIV/0!,,,,,o,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upside Down,Dm_7,,,,,,,,G,,,,,,,,C,,,,,,,,Dm_7,,,,,,,,F,,,,,,F#,,G,,,,,,,,C,,,,,,,,Dm_7,,,,,,,,Dm_7,,,,,,,,G,,,,,,,,C,,,,,,,,Dm_7,,,,,,,,F,,,,,,F#,,G,,,,,,,,C,,,,,,,,Dm_7,,,,,,,,Dm,,,,,,0.0%,,,Upside Down,Diana Ross,,1,2%,8%,5%,,,5,31,31,#DIV/0!,3,#DIV/0!,,,,,o,o,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm coming out,Am_7,,,,,,,,Em_7,,,,,,Dm_7,,,,,,,,,,C,,,,,,F,,,,,,,,,,C,,,,,,F,,,,,,,,,,Em_7,,,,,,,,Am_7,,,,,,,,Em_7,,,,,,Dm_7,,,,,,,,,,C,,,,,,F,,,,,,,,,,C,,,,,,F,,,,,,,,,,Em_7,,,,,,,,Am,,,,,,0.0%,,,I'm coming out,Diana Ross,,1,0%,10%,5%,,,4,19,19,#DIV/0!,3,#DIV/0!,,,,,o,o,,,,,,,o,,o,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
More More More - i,G,,,,,,,,,,,,,,,,Gm_7,,,,,,,,,,,,,,,,C/5,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Gm_7,,,,,,,,,,,,,,,,C/5,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,G,,,,,,25.0%,,,More More More - i,Andrea true connection,,,5%,5%,5%,,,4,15,15,#DIV/0!,2,#DIV/0!,,,,,o,o,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
More More More - c,C,,,G/3,,,Am,,,,,,,Am_7/7,,,F_M7,,,,,,,,,,,,,,,,C,,,G/3,,,Am,,,,,,,Am_7/7,,,F_M7,,,,,,,,,,,,,,,,C,,,G/3,,,Am,,,,,,,Am_7/7,,,F_M7,,,,,,,,,,,,,,,,C,,,G/3,,,Am,,,,,,,Am_7/7,,,F_M7,,,,,,,,,,,,,,,,C,,,,,,18.8%,,,More More More - c,Andrea true connection,,2,0%,12%,6%,,,3,15,15,#DIV/0!,2,#DIV/0!,,,,,o,o,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turn the Beat Around - v,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Turn the Beat Around - v,Vickie Sue Robinson,,1,0%,0%,0%,,,3,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turn the Beat Around - c,Am,,,,,,G,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,Am,,,,,,,,Am_7,,,,,,,,,,Am,,,,,,G,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,Am,,,,,,,,Am_7,,,,,,,,,,Am,,,,,,0.0%,,,Turn the Beat Around - c,Vickie Sue Robinson,,2,0%,3%,2%,,,2,3,3,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best of My Love,F_M7,,,,,,,,C/3,,,,,,,,Dm_7,,,,,,,,C,,,,,,,,F_M7,,,,,,,,C/3,,,,,,,,Dm_7,,,,,,,,C,,,,,,,,F_M7,,,,,,,,C/3,,,,,,,,Dm_7,,,,,,,,C,,,,,,,,F_M7,,,,,,,,C/3,,,,,,,,Dm_7,,,,,,,,C,,,,,,,,C,O,,,,,25.0%,,,Best of My Love,The Emotions,,1,0%,10%,5%,,,5,31,31,#DIV/0!,3,#DIV/0!,,,,,o,o,,,,,,,o,o,o,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Freak,Dm_7,,,,,,,,,,,,,,,,G,,,,,,,,F,,,,,,,,Dm_7,,,,,,,,,,,,,,,,G,,,,,,,,F,,,,,,,,Dm_7,,,,,,,,,,,,,,,,G,,,,,,,,F,,,,,,,,Dm_7,,,,,,,,,,,,,,,,G,,,,,,,,F,,,,,,,,Dm,,,,,,0.0%,,,Le Freak,Chic,,1,0%,10%,5%,,,4,23,23,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I want your love,Am_7,,,,,,,,,,,,,,,,,,,,,,,,Em_7,,,,,,,,F_M9,,,,,,,,,,,,,,,,Dm_9,,,,,,,,Em_7,,,,,,,,Am_7,,,,,,,,,,,,,,,,,,,,,,,,Em_7,,,,,,,,F_M9,,,,,,,,,,,,,,,,Dm_9,,,,,,,,Em_7,,,,,,,,Am,,,,,,0.0%,,,I want your love,Chic,,2,0%,28%,14%,,,5,19,19,#DIV/0!,3,#DIV/0!,,,,,,o,,,,,,,o,,o,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Times,Dm_7,,,,,,,,,,,,,,,,Dm_7_s4,,,,,,,,,,,,,,,,G_7_s4,,,,,,,,,,,,,,,,G_6,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,Dm_7_s4,,,,,,,,,,,,,,,,G_7_s4,,,,,,,,,,,,,,,,G_6,,,,,,,,,,,,,,,,Dm,,,,,,0.0%,,,Good Times,Chic,,1,0%,30%,15%,,,3,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,o,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Dancing,Dm_7,,,,,Dm_6_s4,,Dm_7,,,,,,,,,,,,,,,,,,,,,,,,,Dm_7,,,,,Dm_6_s4,,Dm_7,,,,,,,,,,,,,,,,,,,,,,,,,Dm_7,,,,,Dm_6_s4,,Dm_7,,,,,,,,,,,,,,,,,,,,,,,,,Dm_7,,,,,Dm_6_s4,,Dm_7,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,0.0%,,,Shadow Dancing,Andy Gibb,,,0%,21%,11%,,,2,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copacabana - v,Gm_7,,,,,,,,C_9_s4,,,,,,,,F_M7_(11),,,,,,,,,,,,,,,,Bhdim_(6),,,,,,,,E_7,,,,,,,,Am_7,,,,,,,,,,,,,,,,Gm_7,,,,,,,,C_9_s4,,,,,,,,F_M7_(11),,,,,,,,,,,,,,,,Bhdim_(6),,,,,,,,E_7,,,,,,,,Am_7,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Copacabana - v,Barry Manilow,,,15%,25%,20%,,,7,23,23,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copacabana - c,Gm_7,,,,,,,,C_9_s4,,,,,,,,F_M7_(11),,,,,,,,,,,,,,,,Gm_7,,,,Gm_7,,,,C_9_s4,,,,C_9_s4,,,,D_9_s4,,,,,,D_7,,,,,,,,,,Gm_7,,,,,,,,C_9_s4,,,,,,,,Am_7,,,,,,,,D_7,,,,,,,,Gm_7,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Copacabana - c,Barry Manilow,,,19%,29%,24%,,,7,21,21,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMCA - v,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am_7,,,,,,,,,,,,,,,,,,,,,,,,Ahdim/5,,,,Am_7/5,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G/3,,,,,,F/3,,,,,,G,,,,,,F,,,,,,C/3,,,,G/5,,,,C,,,,,,21.9%,,,YMCA - v,Barry Manilow,,2,1%,5%,3%,,,9,13,13,#DIV/0!,3,#DIV/0!,,,,,,o,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMCA - c,C,,,,,,,,,,,,,,,,,,,,,,,,C/5,,,,E/3,,,,Am_7,,,,,,,,,,,,,,,,,,,,,,,,Am_7/3,,,,A/3,,,,Dm,,,,,,,,Dm_M7,,,,,,,,Dm_7,,,,,,Dm_6,,,,,,,,,,G_9_s4,,,,,,,,,,,,,,,,,,,,,,,,Gm_aeo/3,,,,G_9/3,,,,C,,,,,,18.8%,,,YMCA - c,Barry Manilow,,3,4%,23%,13%,,,9,17,17,#DIV/0!,3,#DIV/0!,,,,,,o,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart of glass - v,C,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Heart of glass - v,Blondie,,,10%,0%,5%,,,4,15,15,#DIV/0!,2,#DIV/0!,,,,,o,o,,,o,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart of glass - c,F,,,,,,,,,,,,,,,,F_6,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C_M7,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,F_6,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,O,,,,,0.0%,,,Heart of glass - c,Blondie,,,3%,8%,5%,,,5,15,15,#DIV/0!,2,#DIV/0!,,,,,o,o,,,o,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring my bell,Am,,,,,,,,Am_2_s4,,,,,,,,Dm_7,,,,,,,,Dm,,,,,,,,Am,,,,,,,,Am_2_s4,,,,Am,,,,E_7,,,,,,,,,,,,,,,,Am,,,,,,,,Am_2_s4,,,,,,,,Dm_7,,,,,,,,Dm,,,,,,,,Am,,,,,,,,Am_2_s4,,,,Am,,,,E_7,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Ring my bell,Anita Ward,,4,5%,15%,10%,,,4,27,25,#DIV/0!,2,#DIV/0!,,,,,,o,,,,,,,o,o,o,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't Stop 'Til You Get Enough,G,,,G_9_s4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,G_9_s4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,0.0%,,,Don't Stop 'Til You Get Enough,Michael Jackson,,1,0%,27%,14%,,,2,7,7,#DIV/0!,2,#DIV/0!,,,,,o,,,o,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock With You - i,Dm_9,,,,,,,,,,,,,,,,A_9_s4,,,,,,A,,,,,,,,,,Dm_9,,,,,,,,,,,,,,,,A_9_s4,,,,,,C_9_s4,,,,,,C#dim,,,,Dm_9,,,,,,,,,,,,,,,,A_9_s4,,,,,,A,,,,,,,,,,G_9_s4,,,,,,G,,,,,,,,,,G_9_s4,,,,,,G,,,,,,,,,,Dm,,,,,,0.0%,,,Rock With You - i,Michael Jackson,,4,11%,33%,22%,,,5,16,16,#DIV/0!,3,#DIV/0!,,,,,o,,,,,,,,o,,o,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock With You - v,Dm_9,,,,,,,,,,,,,,,,G_Pen_s4,,,,,,,,,,,,,,,,Am_9_s4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm_9,,,,,,,,,,,,,,,,G_Pen_s4,,,,,,,,,,,,,,,,Am_9_s4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Rock With You - v,Michael Jackson,,1,0%,55%,28%,,,4,11,11,#DIV/0!,2,#DIV/0!,,,,,o,,,,,,,,o,,o,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off the wall - v,Dm_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm_7,,,,Dm_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm_7,,,,Dm_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm_7,,,,Dm_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm_7,,,,Dm,,,,,,0.0%,,,Off the wall - v,Michael Jackson,,1,0%,38%,19%,,,2,11,8,#DIV/0!,2,#DIV/0!,,,,,o,,,o,,,,,o,,o,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off the wall - c,F_M7,,,,,,,,,,,,,,,,Em_7,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,Dm_7,,,,Dm_6_s4,,,,Dm_7,,,,,,,,F_M7,,,,,,,,,,,,,,,,Em_7,,,,,,,,,,,,,,,,Dm_7,,,C_M7,,,Bb_M7,,,,,,,,,,G_2_v46,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Off the wall - c,Michael Jackson,,3,2%,26%,14%,,,5,17,15,#DIV/0!,2,#DIV/0!,,,,,o,,,,,,,,o,,o,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are family - v,G,,,,,,,,,,,,,,Dm_7,,,,,,,,C_9,,,,,,,,,,G,,,,,,,,,,,,,,Dm_7,,,,,,,,C_9,,,,,,,,,,G,,,,,,,,,,,,,,Dm_7,,,,,,,,C_9,,,,,,,,,,G,,,,,,,,,,,,,,Dm_7,,,,,,,,C_9,,,,,,,,,,G,,,,,,0.0%,,,We are family - v,Sister Slegde,,,6%,18%,12%,,,2,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,o,o,o,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are family - c,G_7,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F_2_6,,,,,,,,,,,,,,,,G_7,,G_7,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F_2_6,,,,,,,,,,,,,,,,G_7,,G,,,,,,0.0%,,,,,,,0%,15%,,,,,,,,,,,,,,,,,,,,,,o,o,o,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Born to be alive,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,F,,,,,,,,C,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,0.0%,,,Born to be alive,Patrick Hernandez,,1,0%,0%,0%,,,4,15,15,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Was Made for Lovin' You,Am,,,,Am_s4,,,,Am,,,,,,Am_s4,,,,,,Am,,,,,,,,,,,,Dm,,,,Dm_s4,,,,Dm,,,,,,Dm_s4,,,,,,Dm,,,,,,,,G,,,,Am,,,,Am_s4,,,,Am,,,,,,Am_s4,,,,,,Am,,,,,,,,,,,,Dm,,,,Dm_s4,,,,Dm,,,,,,Am,,,,,,G,,,,,,,,,,,,Am,,,,,,0.0%,,,I Was Made for Lovin' You,Kiss,,2,0%,5%,3%,,,4,24,16,#DIV/0!,3,#DIV/0!,,,,,,o,,,o,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Brick In the Wall - v1,Dm,,Dm_2,,,,Dm,,,,Dm_2,,,,,,Dm,,,,Dm_2,,Dm,,,,Dm_2,,,,,,Dm_2,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,Dm,,Dm_2,,,,Dm,,,,Dm_2,,,,,,Dm,,,,Dm_2,,Dm,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,0.0%,,,Another Brick In the Wall - v1,Pink Floyd,,1,0%,8%,4%,,,2,15,13,#DIV/0!,2,#DIV/0!,,,,,,,,o,o,,,,,,,,o,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Brick In the Wall - v2,Dm,,Dm_2,,,,Dm,,,,Dm_2,,,,,,Dm,,,,Dm_2,,Dm,,,,Dm_2,,,,,,Dm_2,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,Dm,,Dm_2,,,,Dm,,,,Dm_2,,,,,,Dm,,,,Dm_2,,Dm,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,0.0%,,,Another Brick In the Wall - v2,Pink Floyd,,1,0%,8%,4%,,,3,15,13,#DIV/0!,2,#DIV/0!,,,,,,,,o,o,,,,,,,,o,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Brick In the Wall - c,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,O,,,,,0.0%,,,Another Brick In the Wall - c,Pink Floyd,,1,0%,3%,1%,,,4,13,13,#DIV/0!,2,#DIV/0!,,,,,,,,,o,,,,,,,,o,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last train to London,C_M7,,,,,,,,,,,,,,,,F_M7,,,,,,,,Bb_M#11_s2,,,,Bhdim_s4,,,,C_M7,,,,,,,,,,,,,,,,F_M7,,,,,,,,Bb_M#11_s2,,,,Bhdim_s4,,,,C_M7,,,,,,,,,,,,,,,,F_M7,,,,F_M7/3,,,,G_9_s4/5,,,,F_M7,,,,Em_7,,,,,,,,,,,,,,,,Dm_7,,,,Em_7,,,,F_2_6,,,,G_s4,,,,C,,,,,,6.3%,,,Last train to London,Electric Light Orchestra,,,1%,26%,13%,,,8,23,22,#DIV/0!,4,#DIV/0!,,,,,,o,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Funkytown - v1,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,0.0%,,,Funkytown - v1,Lipps Inc,,1,0%,0%,0%,,,2,3,3,#DIV/0!,2,#DIV/0!,,,,,,,,o,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Funkytown - v2,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D_7,,,,,,,,D_2_v46,,,,,,,,D,,,,,,,,D_9_s4,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,0.0%,,,Funkytown - v2,Lipps Inc,,,10%,9%,9%,,,3,11,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Funkytown - c,Am_7,,,,Am_7/5,,,,Am_7/7,,,,Am_M7/7,,,,Am_7,,,,Am_7/5,,,,Am_7/7,,,,Am_M7/7,,,,Am_7,,,,Am_7/5,,,,Am_7/7,,,,Am_M7/7,,,,Am_7,,,,Am_7/5,,,,Am_7/7,,,,Am_M7/7,,,,Am_7,,,,Am_7/5,,,,Am_7/7,,,,Am_M7/7,,,,Am_7,,,,Am_7/5,,,,Am_7/7,,,,Am_M7/7,,,,Am_7,,,,Am_7/5,,,,Am_7/7,,,,Am_M7/7,,,,Am_7,,,,Am_7/5,,,,Am_7/7,,,,Am_M7/7,,,,Am,,,,,,75.0%,,,Funkytown - c,Lipps Inc,,,5%,20%,13%,,,1,31,0,#DIV/0!,0.125,#DIV/0!,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
